Vgs,Id,Temperature
0.0,0.17875,25
0.01,0.17875,25
0.02,0.17875,25
0.03,0.17875000000000002,25
0.04,0.17875000000000002,25
0.05,0.17875000000000002,25
0.06,0.17875000000000002,25
0.07,0.17875000000000002,25
0.08,0.17875000000000002,25
0.09,0.17875000000000005,25
0.1,0.1787499999999977,25
0.11,0.1787499999999977,25
0.12,0.1787499999999977,25
0.13,0.1787499999999977,25
0.14,0.1787499999999977,25
0.15,0.1787499999999977,25
0.16,0.1787499999999977,25
0.17,0.1787499999999977,25
0.18,0.1787499999999977,25
0.19,0.1787499999999977,25
0.2,0.1787499999999977,25
0.21,0.1787499999999977,25
0.22,0.1787499999999977,25
0.23,0.17874999999999766,25
0.24,0.17874999999999766,25
0.25,0.1787499999999977,25
0.26,0.17874999999999766,25
0.27,0.17874999999999766,25
0.28,0.1787499999999977,25
0.29,0.17874999999999766,25
0.3,0.17874999999999766,25
0.31,0.1787499999999977,25
0.32,0.1787499999999977,25
0.33,0.1787499999999977,25
0.34,0.1787499999999977,25
0.35000000000000003,0.1787499999999977,25
0.36,0.1787499999999977,25
0.37,0.1787499999999977,25
0.38,0.1787499999999977,25
0.39,0.1787499999999977,25
0.4,0.1787499999999977,25
0.41000000000000003,0.1787499999999977,25
0.42,0.1787499999999977,25
0.43,0.1787499999999977,25
0.44,0.1787499999999977,25
0.45,0.1787499999999977,25
0.46,0.1787499999999977,25
0.47000000000000003,0.1787499999999977,25
0.48,0.1787499999999977,25
0.49,0.1787499999999977,25
0.5,0.1787499999999977,25
0.51,0.1787499999999977,25
0.52,0.1787499999999977,25
0.53,0.1787499999999977,25
0.54,0.1787499999999977,25
0.55,0.1787499999999977,25
0.56,0.1787499999999977,25
0.5700000000000001,0.17874999999999766,25
0.58,0.17874999999999766,25
0.59,0.17874999999999766,25
0.6,0.17874999999999766,25
0.61,0.1787499999999977,25
0.62,0.1787499999999977,25
0.63,0.1787499999999977,25
0.64,0.1787499999999977,25
0.65,0.1787499999999977,25
0.66,0.1787499999999977,25
0.67,0.1787499999999977,25
0.68,0.1787499999999977,25
0.6900000000000001,0.1787499999999977,25
0.7000000000000001,0.1787499999999977,25
0.71,0.1787499999999977,25
0.72,0.1787499999999977,25
0.73,0.1787499999999977,25
0.74,0.1787499999999977,25
0.75,0.1787499999999977,25
0.76,0.1787499999999977,25
0.77,0.1787499999999977,25
0.78,0.1787499999999977,25
0.79,0.1787499999999977,25
0.8,0.1787499999999977,25
0.81,0.1787499999999977,25
0.8200000000000001,0.1787499999999977,25
0.8300000000000001,0.1787499999999977,25
0.84,0.1787499999999977,25
0.85,0.1787499999999977,25
0.86,0.1787499999999977,25
0.87,0.1787499999999977,25
0.88,0.1787499999999977,25
0.89,0.1787499999999977,25
0.9,0.1787499999999977,25
0.91,0.1787499999999977,25
0.92,0.1787499999999977,25
0.93,0.1787499999999977,25
0.9400000000000001,0.1787499999999977,25
0.9500000000000001,0.1787499999999977,25
0.96,0.1787499999999977,25
0.97,0.1787499999999977,25
0.98,0.1787499999999977,25
0.99,0.1787499999999977,25
1.0,0.1787499999999977,25
1.01,0.17874999999999766,25
1.02,0.17874999999999766,25
1.03,0.17874999999999766,25
1.04,0.177981366459625,25
1.05,0.17763975155279274,25
1.06,0.17768020594965445,25
1.07,0.17805778032036382,25
1.08,0.1787275253350745,25
1.09,0.17964449166394014,25
1.1,0.18076372997711435,25
1.11,0.1820402909447508,25
1.12,0.18290216223789052,25
1.1300000000000001,0.18388269976182456,25
1.1400000000000001,0.18528190818661322,25
1.1500000000000001,0.1870098888525638,25
1.16,0.18897674309998358,25
1.17,0.19109257226917978,25
1.18,0.19326747770045982,25
1.19,0.1954115607341309,25
1.2,0.1974349227105004,25
1.21,0.1992476649698755,25
1.22,0.20075988885256357,25
1.23,0.20188169569887193,25
1.24,0.20252318684910772,25
1.25,0.2038350651473378,25
1.26,0.20473368729023905,25
1.27,0.2035583577670017,25
1.28,0.20341519675468417,25
1.29,0.20412440693390085,25
1.3,0.20550619098526648,25
1.31,0.2073807515893955,25
1.32,0.20956829142690264,25
1.33,0.2127397113524088,25
1.34,0.21660887677477786,25
1.35,0.2207993691632107,25
1.36,0.2251763405281682,25
1.37,0.2265304087186209,25
1.3800000000000001,0.22950933444068153,25
1.3900000000000001,0.23379847238542584,25
1.4000000000000001,0.23908317724392925,25
1.41,0.24504880370726734,25
1.42,0.25138070646651556,25
1.43,0.2562269731320041,25
1.44,0.26166426274263455,25
1.45,0.26728803132978984,25
1.46,0.2726937349248526,25
1.47,0.27637544949329484,25
1.48,0.28181431840470367,25
1.49,0.2890062111801204,25
1.5,0.29750163452108136,25
1.5,0.10397497420020654,125
1.51,0.30454519450800516,25
1.51,0.10638867389060894,125
